population,income,averlight,places,b_diversity,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant_and_cafe,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count
791,81667,28,8,0.56,62,0,3125,-117.985803,33.658951,la,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,0,0,3
677,128235,21,3,0.64,62,0,3126,-117.980411,33.658994,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
629,128235,25,71,1.75,65,0,3127,-117.975018,33.659037,la,1,0,2,2,12,6,4,0,1,34,0,0,1,0,2,1,5,0,1.56,2,2,2,2,2,3,3,5,8,23,27,29,28,29,29,29,29,21,12,9,7,3,2,2,33
520,152656,21,53,1.71,51,0,3128,-117.969626,33.659079,la,0,1,0,0,3,4,0,0,8,17,0,0,0,0,1,4,15,0,0.0,1,1,1,1,1,1,1,3,7,12,13,13,13,13,13,13,13,7,6,6,3,3,1,1,14
660,79929,19,5,1.61,57,0,3129,-117.964234,33.659121,la,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
724,79929,17,12,1.45,64,0,3130,-117.958842,33.659163,la,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,2,1,1,1,0,0,0,0,3
411,94688,12,25,1.55,58,0,3131,-117.95345,33.659205,la,1,0,0,0,1,0,5,0,6,10,0,0,0,0,0,1,1,0,2.0,1,1,1,1,1,1,1,2,6,9,9,9,9,9,9,9,9,4,3,2,2,2,1,1,11
297,66125,10,9,0.68,25,0,3132,-117.948058,33.659247,la,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,66125,15,21,1.46,43,0,3133,-117.942666,33.659288,la,0,0,1,0,0,0,1,0,0,9,0,0,2,0,0,2,6,0,0.0,0,0,0,0,0,0,1,3,4,5,5,5,5,5,5,5,4,4,2,1,1,1,0,0,5
574,67273,21,7,1.08,58,115,3134,-117.937274,33.659329,la,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1604,44611,26,9,1.83,51,0,3135,-117.931881,33.65937,la,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,1,0.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,2,1,1,0,0,0,0,3
1519,44611,38,0,0.0,42,0,3136,-117.926489,33.65941,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,62292,45,44,1.98,71,0,3137,-117.921097,33.65945,la,5,0,0,1,2,11,4,0,0,10,0,0,0,0,2,5,4,0,1.36,1,1,1,1,2,3,5,6,9,17,32,34,33,33,33,33,33,33,23,20,16,10,3,1,35
1430,95547,39,3,1.1,61,0,3138,-117.915705,33.65949,la,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1117,59063,44,22,2.05,67,0,3139,-117.910313,33.65953,la,1,0,1,0,2,3,6,0,3,2,0,0,0,0,2,2,0,0,1.0,2,2,2,2,2,2,2,4,6,11,13,14,14,14,13,12,12,6,6,3,3,3,3,2,15
904,74913,46,61,1.51,67,0,3140,-117.904921,33.65957,la,1,0,0,0,4,5,3,0,3,32,0,0,0,0,0,2,11,0,1.0,1,1,1,1,1,1,1,2,10,22,28,32,31,31,31,31,30,24,21,14,8,3,1,1,35
1021,74913,36,16,1.6,58,0,3141,-117.899528,33.659609,la,0,1,0,0,1,0,1,0,0,6,0,1,0,0,0,1,5,0,0.0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,2,1,0,0,0,0,0,4
1104,58125,25,8,0.38,55,0,3142,-117.894136,33.659648,la,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,67083,27,57,1.56,51,4,3143,-117.888744,33.659687,la,3,0,3,0,0,4,18,0,5,22,0,0,0,0,0,0,2,0,2.0,0,0,0,0,0,2,3,5,10,16,18,19,19,19,19,19,19,14,12,9,7,3,2,2,22
220,99750,33,53,1.44,36,0,3144,-117.883352,33.659726,la,0,0,0,0,3,1,12,0,4,26,0,0,0,0,1,0,6,0,0.0,0,0,0,0,0,0,0,4,10,20,20,21,21,21,21,21,20,8,3,1,0,0,0,0,21
256,99750,42,138,1.43,58,0,3145,-117.877959,33.659764,la,0,0,1,0,16,0,24,0,24,64,0,0,0,0,0,0,9,0,2.0,1,1,1,1,1,1,1,4,23,39,37,37,38,36,36,36,33,20,12,8,3,3,3,2,42
180,77536,60,61,1.51,59,0,3146,-117.872567,33.659803,la,0,0,0,0,4,5,4,0,11,31,0,0,0,0,0,2,4,0,2.0,0,0,0,0,0,0,1,3,14,20,21,23,23,23,22,22,21,6,4,3,3,2,1,0,23
142,77536,69,75,2.05,67,0,3147,-117.867175,33.65984,la,6,0,0,0,5,9,6,0,10,23,0,0,0,0,3,8,4,1,1.4,0,0,0,0,1,3,5,8,15,27,39,42,42,42,41,40,39,25,20,16,9,4,1,0,42
142,77536,51,74,1.45,52,0,3148,-117.861782,33.659878,la,0,0,1,0,16,1,6,0,33,15,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0,1,2,5,17,34,34,34,32,32,32,32,32,8,5,4,2,1,0,0,35
142,77536,25,0,0.0,24,0,3149,-117.85639,33.659916,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,77536,13,1,0.0,19,0,3150,-117.850998,33.659953,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,77536,19,1,0.0,29,0,3151,-117.845605,33.65999,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,70417,24,2,0.0,28,0,3152,-117.840213,33.660027,la,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
439,70417,20,4,0.56,23,0,3153,-117.834821,33.660063,la,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
443,85385,21,3,0.64,31,0,3154,-117.829428,33.6601,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,85385,18,5,0.95,31,0,3155,-117.824036,33.660136,la,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,2
597,103083,18,3,1.1,24,0,3156,-117.818644,33.660171,la,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,118088,22,1,0.0,31,0,3157,-117.813251,33.660207,la,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,109118,23,72,1.81,34,0,3158,-117.807859,33.660242,la,2,0,2,1,9,8,4,0,5,31,0,0,0,0,0,2,8,0,1.5,0,0,0,0,0,0,1,5,15,28,27,29,29,28,29,30,30,24,15,8,7,1,0,0,32
252,109118,15,12,0.87,24,508,3159,-117.802467,33.660277,la,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,2.0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,3
131,109118,24,0,0.0,9,0,3162,-117.786289,33.660381,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,114592,50,0,0.0,42,0,3163,-117.780897,33.660416,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,87083,66,66,0.23,55,0,3164,-117.775504,33.66045,la,0,0,0,0,0,0,62,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,6,8,9,9,9,9,9,9,9,2,2,1,0,0,0,0,10
176,87083,63,8,1.07,63,0,3165,-117.770112,33.660483,la,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,1,5,5,6,7,7,7,7,7,4,1,1,0,0,0,0,7
176,87083,61,14,1.49,62,0,3166,-117.764719,33.660517,la,0,0,3,0,3,0,0,0,2,5,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,4
176,87083,68,79,1.58,55,0,3167,-117.759327,33.66055,la,1,0,2,0,11,1,0,0,24,32,0,0,1,0,1,1,4,1,0.0,1,1,1,1,1,2,2,5,20,30,30,30,30,30,30,29,27,8,4,2,2,2,2,1,30
176,87083,83,209,1.42,53,0,3168,-117.753934,33.660583,la,0,0,1,0,32,0,19,0,65,84,0,0,0,0,0,3,4,1,0.0,6,6,6,6,6,6,6,13,41,84,85,86,86,86,85,85,82,28,14,10,7,7,6,6,87
97,87083,89,24,1.66,70,17,3169,-117.748542,33.660616,la,1,0,0,0,2,1,7,0,0,8,0,0,0,0,0,3,2,0,2.0,0,0,0,0,0,1,1,1,2,2,8,8,9,9,9,9,9,9,8,6,2,0,0,0,9
11,186442,88,43,1.61,65,0,3170,-117.743149,33.660648,la,0,0,1,0,6,4,5,0,0,20,0,0,0,0,1,5,1,0,1.33,0,0,0,0,0,0,4,5,9,13,15,15,14,14,14,14,14,10,8,7,6,2,2,0,17
11,186442,63,39,1.41,62,24,3171,-117.737757,33.660681,la,0,0,0,0,4,3,0,0,1,22,0,0,0,0,0,4,1,4,0.0,0,0,0,0,0,0,1,2,9,14,14,14,14,14,13,13,12,1,0,0,0,0,0,0,14
11,186442,26,1,0.0,12,0,3172,-117.732364,33.660713,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,186442,11,1,0.0,8,0,3173,-117.726972,33.660745,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,186442,23,0,0.0,33,1,3174,-117.721579,33.660776,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,186442,39,11,0.76,58,0,3175,-117.716187,33.660807,la,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0.0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2
154,129097,58,8,0.74,49,0,3176,-117.710794,33.660839,la,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
64,186442,53,78,1.28,73,23,3177,-117.705402,33.66087,la,1,0,1,0,0,2,2,0,1,48,0,0,1,0,0,6,15,1,0.0,0,0,0,0,0,0,0,0,16,26,26,26,27,27,27,25,23,5,2,2,2,1,1,0,29
505,112647,37,71,1.57,54,0,3178,-117.700009,33.6609,la,0,0,0,0,7,1,5,0,5,38,0,0,1,0,0,4,8,2,0.0,1,1,1,1,1,1,3,7,19,27,28,28,28,28,29,28,28,15,7,5,3,1,1,1,29
562,112647,23,4,1.04,35,1,3179,-117.694617,33.660931,la,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,92946,24,2,0.69,21,0,3180,-117.689224,33.660961,la,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,92946,31,0,0.0,7,0,3181,-117.683831,33.660991,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,64615,44,2,0.0,33,0,3182,-117.678439,33.66102,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
987,62669,49,5,1.33,42,7,3183,-117.673046,33.66105,la,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,2,1,1,1,4
684,95048,31,13,1.2,26,1,3184,-117.667654,33.661079,la,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,1,3,4,4,5,5,5,5,4,3,1,1,1,0,0,0,5
214,95048,30,10,0.5,24,1,3185,-117.662261,33.661108,la,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,99758,36,3,1.1,40,0,3186,-117.656868,33.661137,la,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
821,54770,36,1,0.0,35,0,3187,-117.651476,33.661165,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
759,97361,29,9,1.0,33,1,3188,-117.646083,33.661194,la,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2
685,79152,22,0,0.0,27,1,3189,-117.64069,33.661222,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,138244,23,4,0.0,33,1,3190,-117.635298,33.66125,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,2
618,84423,12,2,0.0,17,8,3192,-117.624512,33.661305,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,138244,10,4,1.39,32,8,3193,-117.61912,33.661332,la,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,138244,6,2,0.0,20,2,3194,-117.613727,33.661359,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,94167,5,12,1.47,16,9,3198,-117.592156,33.661464,la,0,0,1,0,0,1,1,0,0,6,0,0,0,0,1,0,2,0,2.0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,3
228,158370,7,2,0.0,21,102,3199,-117.586763,33.66149,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
298,158370,6,3,0.64,11,0,3200,-117.581371,33.661515,la,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,158370,5,4,0.0,17,0,3201,-117.575978,33.66154,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
298,158370,5,1,0.0,24,0,3202,-117.570585,33.661565,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,158370,5,8,1.07,39,0,3203,-117.565192,33.66159,la,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,20,20,1.33,17,14,3232,-118.012816,33.663242,la,1,0,0,0,0,0,0,0,7,9,0,0,0,0,0,1,1,1,0.0,0,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,8,3,2,2,1,0,0,0,8
1087,99153,44,26,1.85,66,0,3233,-118.007423,33.663286,la,0,0,0,0,2,0,0,0,3,7,0,0,3,0,1,1,7,2,1.0,1,1,1,1,1,1,1,2,6,7,7,8,9,9,8,8,8,5,4,3,2,2,2,1,10
879,70511,46,111,2.15,70,0,3234,-118.002031,33.66333,la,6,3,1,1,13,13,5,1,7,39,0,1,0,0,5,6,9,1,1.73,1,1,1,1,1,3,4,6,12,34,41,47,48,48,48,48,48,35,26,18,14,8,3,1,56
1226,99271,38,11,1.12,62,0,3235,-117.996639,33.663374,la,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,6,0,0.0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2
776,76111,33,15,1.08,70,0,3236,-117.991246,33.663417,la,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,1,2,1,0.0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,2,1,1,1,0,0,0,0,3
779,90000,23,19,1.58,54,0,3237,-117.985854,33.66346,la,0,0,2,0,1,0,1,0,1,9,0,0,0,0,0,3,2,0,0.0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,2,1,1,1,1,0,0,4
657,39097,18,5,0.95,53,0,3238,-117.980462,33.663503,la,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,39097,21,3,0.64,58,0,3239,-117.975069,33.663546,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,118472,19,4,1.04,57,0,3240,-117.969677,33.663588,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,1,1,0,0,0,0,0,3
724,125474,18,17,1.56,60,0,3241,-117.964285,33.663631,la,0,0,1,0,1,0,1,0,0,7,0,1,0,0,0,1,5,0,0.0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,5
758,125474,16,13,1.38,63,0,3242,-117.958892,33.663672,la,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,3,2,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
478,94688,12,15,1.26,59,0,3243,-117.9535,33.663714,la,0,0,0,0,1,0,0,0,5,7,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,4
203,66125,8,1,0.0,22,0,3244,-117.948107,33.663756,la,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,66125,13,3,0.64,6,22,3245,-117.942715,33.663797,la,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,43359,17,2,0.69,23,0,3246,-117.937323,33.663838,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
240,43359,22,0,0.0,9,0,3247,-117.93193,33.663879,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,43359,36,26,0.52,41,0,3248,-117.926538,33.663919,la,0,0,0,0,1,0,22,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
678,62292,43,53,1.75,48,0,3249,-117.921145,33.66396,la,1,0,0,1,3,3,8,0,0,22,0,0,0,0,1,1,10,3,1.6,0,0,0,0,0,0,2,4,6,15,22,26,26,26,26,26,26,25,19,16,13,11,2,1,27
884,95547,38,5,0.95,57,0,3250,-117.915753,33.664,la,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,59063,51,23,1.25,58,2681,3251,-117.91036,33.664039,la,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,5,4,0.0,1,1,1,1,1,1,1,2,3,4,5,6,7,7,7,7,7,6,5,3,2,2,2,2,7
1002,59063,64,69,1.39,55,0,3252,-117.904968,33.664079,la,0,0,4,1,1,2,4,0,1,46,1,0,3,0,0,2,2,2,0.0,1,1,1,1,1,2,1,3,6,9,10,12,12,12,12,12,11,5,3,3,3,2,2,1,14
1083,58125,55,65,1.94,68,0,3253,-117.899575,33.664118,la,0,1,0,0,5,7,4,0,5,23,0,1,0,0,0,3,11,5,1.4,7,7,7,7,8,8,8,9,12,15,18,19,19,19,18,17,17,14,12,10,9,8,7,7,19
919,67083,33,13,1.48,47,0,3254,-117.894183,33.664158,la,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,3,1,2,0.0,1,1,1,1,1,1,2,4,5,6,6,6,6,6,6,6,6,6,5,4,2,1,1,1,6
503,68958,35,12,0.98,44,0,3255,-117.88879,33.664196,la,0,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,2,2,2,1,0,0,0,0,0,0,3
429,68958,44,11,1.26,39,0,3256,-117.883398,33.664235,la,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,4,0,0.0,1,1,1,1,1,1,2,5,6,7,7,7,7,7,7,7,7,5,3,2,2,1,1,1,7
234,77536,52,225,1.63,61,0,3257,-117.878005,33.664274,la,0,0,2,1,25,5,20,0,46,103,0,0,0,0,1,4,14,4,1.0,3,3,3,3,3,4,9,12,34,67,75,77,76,75,75,74,72,37,23,13,9,5,5,3,79
142,77536,72,206,1.52,73,0,3258,-117.872613,33.664312,la,3,0,2,0,18,1,19,0,34,108,0,0,0,0,1,4,15,1,0.0,6,6,6,6,6,7,10,16,32,59,73,75,75,76,77,76,74,39,17,10,9,7,7,6,82
142,77536,82,108,1.49,66,0,3259,-117.86722,33.66435,la,0,0,1,0,19,1,19,0,30,36,0,0,0,0,0,0,2,0,0.0,1,1,1,1,1,2,3,4,16,34,36,36,36,36,37,37,34,15,4,2,1,1,1,1,37
142,77536,66,64,1.62,63,0,3260,-117.861827,33.664387,la,0,0,2,0,10,5,5,0,17,23,0,0,0,0,0,0,2,0,1.5,1,1,1,1,1,2,3,4,22,26,27,27,27,27,27,27,26,15,12,9,8,2,2,1,27
142,77536,51,1,0.0,28,0,3261,-117.856435,33.664425,la,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,77536,37,0,0.0,16,0,3262,-117.851042,33.664462,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,77536,30,3,0.64,21,0,3263,-117.84565,33.664499,la,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
300,70417,32,0,0.0,37,0,3264,-117.840257,33.664536,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,70417,28,7,1.15,18,0,3265,-117.834864,33.664572,la,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,2
461,85385,30,67,1.75,48,0,3266,-117.829472,33.664609,la,0,0,1,0,4,12,24,0,0,16,0,0,1,0,1,2,4,2,1.5,3,3,3,3,4,5,6,13,17,24,27,30,29,26,26,23,22,21,15,14,11,4,4,3,31
594,85385,23,31,1.25,53,0,3267,-117.824079,33.664645,la,0,0,4,0,0,0,2,0,2,19,0,0,0,0,0,1,0,3,0.0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,2,2,1,1,0,0,4
978,123860,17,14,0.75,34,0,3268,-117.818686,33.664681,la,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,2,3,3,1,0,0,4
898,123860,18,17,1.2,47,0,3269,-117.813294,33.664716,la,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
