population,income,averlight,places,b_diversity,b_rating,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainm,finance,food,health,nightclub,office,other,public_use,recreation,religious,residentia,restaurant,retail,service,transporta,insta_like,b_price,b_opening_23,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9
5,152092,14,4,0.56,0,35,78,746,-117.623506,33.521537,la,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,3,3,8,2,6,8,5,1,2,1,3,2,0,1,0,0,0,0,1
1221,64352,35,151,1.91,0,41,7,778,-117.71507,33.525556,la,2,0,1,0,26,6,23,0,20,51,0,1,1,0,3,7,10,0,139,1.6,4,4,4,4,4,4,5,12,24,43,54,54,53,52,53,54,53,42,25,22,14,6,4,4,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
294,86367,25,101,1.66,0,52,3,783,-117.688149,33.525708,la,3,0,0,0,11,9,12,0,3,50,0,0,0,0,2,6,5,0,1303,1.6,4,4,4,4,6,7,9,20,31,44,48,51,52,52,52,52,51,36,32,26,20,14,8,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,136250,11,124,1.54,0,26,4,787,-117.666612,33.525824,la,6,0,0,0,20,1,40,0,10,43,0,0,0,0,0,1,3,0,239078,2,3,3,3,3,3,3,3,7,22,37,39,39,39,39,39,37,34,18,12,7,4,4,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0,22,2,0.69,0,23,154,795,-117.623538,33.526047,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1721,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,2,2,4,9,1,14,8,3,4,13,10,9,12,6,9,11,0,0,0,0,0,0,2
451,84688,19,82,1.87,0,37,533,817,-117.774335,33.529712,la,3,1,1,0,3,3,9,2,3,38,0,2,0,0,0,10,6,1,216,2,2,2,2,2,3,4,4,4,5,12,24,28,27,27,27,26,26,18,14,9,6,3,2,2,23,16,7,11,18,33,27,29,29,36,24,34,13,36,55,30,20,4,2,2,2,3,2,3
1057,137121,11,8,0.38,0,36,2,831,-117.698953,33.530157,la,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,535,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,85446,15,23,0.9,0,39,10,832,-117.693569,33.530187,la,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,1,3,0,3749,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328,0,15,235,2,0,32,125,867,-117.77976,33.534188,la,7,10,0,1,11,14,24,2,18,98,0,2,0,0,4,25,16,3,3,1.5,3,3,3,3,3,3,6,14,22,47,66,77,76,75,76,75,73,58,39,27,17,8,4,3,4,5,0,2,2,4,4,1,6,6,12,13,2,10,21,9,5,0,0,0,0,1,1,0
765,129519,19,103,1.84,0,46,4960,868,-117.774375,33.534222,la,2,18,1,0,5,2,1,0,7,41,0,0,0,0,1,12,12,1,2340,1,2,2,2,2,2,2,3,5,10,20,28,31,31,31,31,30,27,16,9,6,5,4,3,2,191,117,103,144,187,169,191,188,202,172,245,233,106,244,280,227,253,52,36,20,21,23,29,44
103,0,15,21,2,0,10,207,918,-117.785185,33.538664,la,0,2,0,0,0,2,0,0,2,4,0,0,0,0,3,3,4,1,399,3,2,2,2,2,2,2,2,3,6,8,9,12,11,11,10,10,10,9,8,7,6,3,2,2,11,4,4,3,8,7,5,8,12,9,13,13,4,16,23,16,9,0,0,1,0,0,1,1
322,100125,11,8,1.07,0,30,27,929,-117.725951,33.539022,la,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,35696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,1,2,3,2,1,1,1,0,2,0,1,0,0,0,0,0
578,141964,14,8,1.07,0,35,2,934,-117.699026,33.539176,la,0,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,78287,18,31,1.51,0,38,18,938,-117.677486,33.539295,la,0,0,0,0,9,1,1,0,7,10,0,0,0,0,0,0,3,0,878,0,0,0,0,0,0,0,1,1,7,13,13,13,13,13,13,12,12,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,6,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0
75,0,16,9,0.85,0,10,3,970,-117.790611,33.543139,la,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,3395,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
356,48750,29,362,2.09,0,54,1192,971,-117.785226,33.543173,la,3,30,2,0,16,24,31,3,20,121,0,2,3,0,14,63,28,2,3389,2.2,2,2,2,2,4,5,7,12,31,61,94,123,123,124,123,123,123,91,69,55,42,21,6,2,39,37,17,29,37,40,56,77,89,84,79,67,16,86,75,51,45,18,12,5,3,1,6,6
681,124309,16,22,1.62,0,34,3,987,-117.699062,33.543686,la,0,0,0,0,2,0,1,0,3,11,0,0,1,0,0,2,1,1,93,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,109583,18,71,2.3,0,46,3,988,-117.693677,33.543716,la,3,0,4,0,4,9,7,1,4,21,0,1,2,0,2,4,6,3,1436,2,1,1,1,1,1,2,4,7,15,24,28,31,31,31,28,27,28,19,12,7,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
321,87308,15,9,1.43,0,32,6,989,-117.688292,33.543746,la,0,0,1,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
299,72396,26,20,1.26,0,48,19,991,-117.677521,33.543804,la,0,0,0,0,5,0,0,0,4,9,0,0,0,0,0,0,2,0,11610,0,0,0,0,0,0,0,0,2,4,7,7,7,7,7,7,6,6,3,2,0,0,0,0,0,0,2,0,1,2,0,1,2,1,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0
396,52942,24,3,1.1,0,40,107,992,-117.672136,33.543834,la,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,4,2,3,5,3,1,4,12,2,7,12,14,13,3,0,0,0,0,0,0
315,52942,13,9,1.15,0,35,84,993,-117.666751,33.543862,la,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,2,0,154,0,0,0,0,0,0,0,3,3,5,5,5,5,5,5,5,5,5,4,4,4,2,1,0,0,5,3,3,3,2,2,7,1,4,3,4,9,7,2,6,5,5,2,0,0,0,0,0,2
356,164083,25,11,0.89,0,44,19,998,-117.639824,33.544003,la,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,3,3,0,0,0,0,0,0,0
360,0,6,3,0.64,0,8,338,1025,-117.806808,33.547545,la,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,85,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,8,6,9,17,15,16,20,16,11,14,20,15,33,48,14,13,2,1,1,0,2,0,3
762,0,10,37,2.01,0,26,115,1026,-117.801423,33.54758,la,2,1,1,0,1,1,2,0,3,15,0,1,0,0,0,5,3,2,755,0,0,0,0,0,0,0,0,1,5,10,12,13,13,13,13,13,13,11,5,2,1,0,0,0,8,4,3,3,2,7,7,6,7,4,5,7,5,8,9,4,3,0,0,0,0,0,2,3
1018,58929,15,164,1.72,0,48,331,1027,-117.796037,33.547614,la,1,6,0,0,10,5,12,0,14,83,0,1,2,0,1,7,21,1,1410,1.5,4,4,4,4,5,5,9,13,30,46,47,51,52,51,51,51,50,40,30,23,19,13,7,4,14,8,3,10,16,13,14,19,16,26,20,15,4,19,24,18,11,5,0,3,1,0,2,2
341,58929,22,126,1.92,0,56,1219,1028,-117.790652,33.547648,la,1,25,0,0,2,5,5,0,9,51,0,3,2,0,4,11,6,2,1316,1.8,3,3,3,3,3,4,7,10,18,25,32,37,38,38,39,36,35,24,13,11,10,8,3,3,35,27,22,36,57,49,63,66,67,89,80,77,22,74,79,82,52,20,13,4,0,4,6,14
176,153169,9,11,0.89,0,40,13,1042,-117.715255,33.548104,la,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,0,2,0,0,1,1,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0
538,153169,9,2,0.69,0,10,62,1043,-117.70987,33.548134,la,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,1,3,4,4,4,4,4,2,1,4,6,3,3,0,2,0,0,0,0,0
318,72396,42,21,1.33,0,61,18,1049,-117.677556,33.548314,la,0,0,0,0,4,2,0,0,2,2,0,0,0,0,0,0,11,0,4,1.5,3,3,3,3,3,3,4,4,7,10,11,11,11,11,11,11,11,9,7,7,6,3,3,3,4,0,0,1,0,1,0,3,1,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0
317,52942,39,16,1.66,0,43,21,1050,-117.672171,33.548343,la,0,0,0,0,2,4,0,0,0,2,0,0,0,0,1,2,5,0,68,1,2,2,2,2,2,2,4,6,8,10,12,12,12,12,11,11,11,9,6,4,4,4,3,2,1,0,0,1,0,2,0,1,1,1,2,0,4,0,2,2,2,1,0,0,0,0,0,0
552,155236,19,22,1.26,0,39,6,1054,-117.650628,33.548457,la,1,0,1,0,1,0,0,0,1,14,0,0,0,0,0,1,3,0,7950,0,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1228,122987,25,18,1.63,0,42,2,1055,-117.645243,33.548485,la,0,0,0,0,1,3,1,0,1,8,0,2,0,0,0,0,2,0,5538,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,139063,27,24,1.66,0,53,2,1056,-117.639857,33.548513,la,0,0,1,0,1,0,3,0,1,12,0,1,1,0,0,1,3,0,669,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,153169,11,7,1.28,0,15,6,1101,-117.720678,33.552582,la,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,504,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
640,124309,17,20,1.72,0,35,11,1104,-117.704521,33.552674,la,0,0,1,0,0,1,3,0,1,8,0,1,1,0,0,0,4,0,350,3,0,0,0,0,0,0,0,1,3,5,5,5,5,6,6,6,6,3,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
436,129375,20,23,1.28,0,43,6,1105,-117.699135,33.552705,la,0,0,0,0,1,0,1,0,1,13,0,0,0,0,0,0,5,2,362,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
381,129375,19,11,1.03,0,30,1,1106,-117.693749,33.552735,la,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,2,2125,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,87308,21,42,1.09,0,30,3,1107,-117.688363,33.552764,la,0,0,0,0,3,0,9,0,0,26,0,0,0,0,0,1,3,0,287,0,0,0,0,0,0,0,0,1,3,26,26,26,26,26,26,26,26,21,20,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
317,52942,78,82,2.1,0,43,16,1110,-117.672206,33.552853,la,5,0,1,0,6,11,8,0,5,22,0,0,0,0,1,8,13,2,81139,1.8,0,0,0,0,0,2,5,11,17,28,34,39,39,39,38,37,35,26,24,21,15,7,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0
288,52942,49,10,1.17,0,34,32,1111,-117.66682,33.552881,la,0,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1713,0,0,0,0,0,0,0,0,1,3,4,4,4,3,3,3,3,3,2,2,0,0,0,0,0,0,0,1,3,1,2,0,2,2,1,3,2,0,1,5,2,0,0,0,0,0,0,1,0
1084,118097,30,37,1.37,0,47,19,1116,-117.63989,33.553022,la,0,0,3,0,2,0,4,0,3,22,0,1,0,0,0,0,2,0,7355,0,1,1,1,1,1,1,1,2,2,10,12,12,12,12,11,11,11,5,3,2,2,2,2,2,0,1,0,0,0,0,0,1,1,3,4,5,0,2,0,1,0,0,0,0,0,0,0,0
7,139063,29,12,0.84,0,51,4,1117,-117.634504,33.55305,la,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
737,164076,20,8,0.9,0,21,161,1159,-117.736874,33.556997,la,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,6,5,0,3,1,9,7,7,9,8,9,3,3,11,11,8,3,4,4,0,0,0,0,0
1156,150463,23,9,1.06,0,44,11,1160,-117.731488,33.557029,la,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0
242,94615,24,12,1.42,0,45,27,1161,-117.726102,33.55706,la,0,0,3,0,0,0,0,0,0,5,0,2,1,0,0,0,0,1,736,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,1,1,4,4,0,0,1,0,1,0,0,0,0,0,0,0
193,153169,27,62,1.57,0,37,1,1162,-117.720716,33.557091,la,0,1,0,0,3,1,3,0,11,26,0,1,0,0,0,15,1,0,335,0,1,1,1,1,1,1,1,2,7,27,28,28,28,28,28,27,27,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,153169,29,55,2.01,0,49,100,1163,-117.71533,33.557122,la,1,0,1,0,2,9,5,0,9,16,0,1,0,0,1,8,1,1,71,1.6,1,1,1,1,1,2,3,6,12,27,33,37,38,38,38,37,38,27,21,16,11,5,1,1,6,3,3,5,5,7,8,4,3,5,6,8,2,4,5,8,8,1,0,0,0,0,1,2
714,111579,21,44,1.51,0,48,2,1166,-117.699171,33.557214,la,1,2,0,0,1,0,4,0,2,26,0,0,1,0,0,1,4,2,69,0,1,1,1,1,1,1,2,4,6,13,14,14,14,14,14,14,14,8,6,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,86250,37,157,1.94,0,57,58,1168,-117.688399,33.557274,la,5,0,1,2,15,15,50,0,6,40,0,1,0,0,1,11,8,2,671,1.6,1,1,1,1,3,4,8,14,34,61,74,79,78,77,75,74,74,55,37,28,21,10,4,2,8,2,1,4,2,3,7,3,3,3,3,3,1,4,0,1,0,0,1,0,0,0,0,0
293,97878,39,208,1.48,0,35,3,1169,-117.683013,33.557304,la,0,0,0,0,35,2,18,0,69,75,0,0,1,0,0,2,4,2,3619,2,3,3,3,3,3,5,8,14,46,74,76,77,77,76,76,75,71,24,18,13,8,6,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,97878,70,59,1.53,0,71,6,1170,-117.677627,33.557333,la,0,0,1,0,1,2,6,0,0,16,0,0,0,0,0,7,25,1,546,2,0,0,0,0,0,0,4,8,24,29,35,36,36,36,36,36,34,15,6,5,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,58661,92,115,1.82,0,52,2,1171,-117.672241,33.557362,la,2,1,0,0,6,10,9,0,8,54,0,0,1,0,3,12,8,1,778,2.3,0,0,0,0,0,0,2,4,8,24,43,46,46,46,46,46,47,39,31,28,25,5,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,52942,68,8,1.39,0,47,53,1172,-117.666854,33.557391,la,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,567,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,4,4,3,2,2,1,0,0,0,0,1,2,0,0,0,2,3,3,5,8,1,3,1,2,2,1,1,0,0,0,0,0,0,0
268,52942,29,18,1.59,0,22,8,1173,-117.661468,33.55742,la,0,1,0,0,0,2,3,0,0,6,0,0,0,0,0,1,5,0,20954,1,0,0,0,0,0,0,5,8,9,9,10,11,11,11,11,11,10,7,7,7,7,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
729,118097,29,16,1.33,0,54,15,1177,-117.639924,33.557532,la,0,0,3,0,0,0,1,0,0,9,0,0,1,0,0,1,1,0,78,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,4,3,1,1,0,0,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0
7,119120,31,39,1.8,0,46,35,1178,-117.634537,33.557559,la,1,0,1,0,2,1,8,0,3,16,0,0,0,0,1,2,4,0,1926,1,0,0,0,0,0,0,2,2,8,12,15,16,15,15,16,16,16,10,4,2,0,0,0,0,0,0,0,1,4,3,2,6,2,2,3,0,0,1,2,1,0,0,0,0,0,0,0,1
7,47299,11,22,1.49,0,27,10,1179,-117.629151,33.557587,la,0,0,0,0,1,1,11,0,1,4,0,0,0,0,0,1,3,0,9033,1,0,0,0,0,0,1,1,2,10,12,12,13,13,13,13,13,13,9,6,5,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
706,164076,21,4,1.04,0,37,1,1222,-117.736912,33.561506,la,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,89038,38,6,0.87,0,42,46,1225,-117.720753,33.561601,la,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,5,2,2,0,3,3,2,1,2,0,1,2,1,1,0,3,5,1,0,0,0,0,0,0
900,94306,29,17,1.12,0,53,146,1227,-117.70998,33.561663,la,0,0,0,0,0,2,1,0,2,11,0,0,0,0,0,1,0,0,130,0,0,0,0,0,0,0,1,1,4,6,7,7,7,6,5,7,7,6,3,2,0,0,0,0,5,2,6,4,4,3,12,14,11,12,11,4,3,5,6,9,4,0,0,0,1,1,2,5
368,185417,43,167,1.65,0,65,94,1233,-117.677662,33.561842,la,1,0,1,0,11,2,44,0,10,66,0,0,3,0,0,4,24,1,275,0,1,1,1,1,1,2,3,8,27,44,48,50,51,50,50,50,50,19,12,8,4,3,2,2,6,4,3,3,6,1,6,7,4,5,7,4,5,4,3,1,3,3,5,1,0,0,1,0
339,58661,71,68,1.8,0,59,328,1234,-117.672276,33.561872,la,5,0,0,1,3,10,2,0,0,16,0,0,0,0,6,23,2,0,3174,1.8,2,2,2,2,2,3,4,5,6,8,39,47,46,47,47,47,48,48,45,45,45,9,6,2,17,24,7,7,5,17,19,11,14,17,10,19,9,9,23,29,27,5,1,2,1,0,0,4
326,58661,60,141,0.31,0,51,41,1235,-117.666889,33.5619,la,0,0,0,0,2,0,131,0,0,7,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,6,12,12,12,12,12,12,11,11,2,1,1,1,1,0,0,3,1,0,0,2,2,5,3,6,3,0,3,0,5,1,1,1,0,0,0,0,0,1,0
297,52942,35,34,2.08,0,45,13,1236,-117.661503,33.561929,la,3,0,0,0,3,6,4,0,1,9,0,1,1,0,0,3,3,0,555,0,2,2,2,2,2,2,5,5,10,17,19,20,20,20,20,20,20,17,12,10,9,4,2,2,0,0,1,1,2,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
677,100099,27,9,1.27,0,46,2,1240,-117.639957,33.562041,la,0,0,2,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,100099,33,34,1.64,0,53,1,1241,-117.63457,33.562069,la,0,0,0,0,7,2,3,0,4,14,0,0,0,0,0,1,3,0,106,2,1,1,1,1,1,1,1,4,8,15,17,17,19,19,19,19,19,10,7,5,5,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47299,15,20,1.8,0,29,110,1242,-117.629184,33.562096,la,1,0,0,0,0,4,7,0,1,3,0,1,0,0,2,1,0,0,29,1,1,1,1,1,1,2,4,5,7,10,13,14,14,14,13,14,13,12,11,9,8,5,1,1,7,0,1,3,1,2,11,13,7,7,5,6,1,3,12,5,4,4,1,0,0,0,1,2
4,152092,6,18,0.73,0,1,5,1257,-117.548385,33.562477,la,0,0,0,0,0,0,13,0,1,4,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
445,60000,52,267,1.31,0,53,6,1299,-117.672311,33.566381,la,0,0,3,0,23,2,149,0,21,60,0,0,0,0,2,1,5,1,162,2,2,2,2,2,2,2,3,5,38,71,75,76,76,75,75,76,73,22,9,6,6,5,5,3,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808,60000,30,167,1.71,0,47,5,1301,-117.661537,33.566439,la,2,0,1,0,21,5,45,0,11,65,0,0,1,0,0,7,4,5,18733,1.5,0,0,0,0,0,1,3,8,19,34,40,40,40,39,38,37,37,17,12,7,5,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,175852,27,106,1.93,0,33,7,1303,-117.650764,33.566495,la,2,0,0,1,13,10,12,0,11,41,0,1,0,0,1,7,5,2,746,1.5,3,3,3,3,4,5,9,13,23,43,46,48,47,46,47,46,45,35,25,19,17,9,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
897,100099,27,8,0.9,0,48,38,1305,-117.63999,33.566551,la,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,128,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,3,1,4,1,1,6,1,0,0,0,3,4,2,2,0,0,0,0,0,0,1
826,100099,34,34,2.03,0,64,33,1306,-117.634603,33.566578,la,4,0,0,0,3,3,7,0,2,8,0,0,0,0,2,4,1,0,550,1.7,0,0,0,0,0,1,3,5,8,17,20,27,26,25,26,26,24,20,14,8,5,1,0,0,4,0,0,0,1,0,1,2,0,4,2,3,1,1,7,1,2,2,0,0,0,0,0,0
11,47299,15,29,2.07,0,38,19,1307,-117.629217,33.566606,la,0,0,0,0,3,5,2,0,2,5,0,2,0,0,1,6,3,0,7,1.2,4,4,4,4,4,4,5,6,7,14,19,21,21,21,20,19,19,19,17,14,12,6,5,4,0,0,0,0,1,3,1,1,2,1,1,3,0,0,4,0,0,0,0,0,0,0,0,0
34,196688,14,19,1.67,0,48,139,1335,-117.833952,33.569914,la,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,6,1,2,34,2.5,0,0,0,0,0,0,0,0,2,3,9,10,10,10,10,10,11,12,11,7,5,1,0,0,17,16,1,6,3,2,0,1,2,1,5,7,6,7,11,12,15,4,1,0,0,0,2,0
859,83214,54,54,1.55,0,57,7,1354,-117.731602,33.570557,la,1,0,1,0,1,1,9,0,6,29,1,0,0,0,0,1,3,1,308,2,0,0,0,0,0,0,1,3,11,24,26,25,25,25,26,27,25,12,5,3,3,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
613,83214,62,115,1.67,0,56,21,1355,-117.726215,33.570588,la,4,2,2,0,5,3,8,0,7,63,0,0,1,0,1,9,10,0,4149,1,1,1,1,1,1,2,2,4,14,26,30,30,29,29,30,32,32,17,10,4,3,2,1,1,2,0,0,0,0,1,1,1,4,1,1,1,0,1,1,2,0,1,1,0,0,0,0,0
491,89038,42,3,0.64,0,21,12,1356,-117.720828,33.57062,la,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
