population,income,averlight,places,b_diversity,dev_intensity,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9,insta_like,insta_cnt,insta_advertising,insta_animal,insta_car,insta_entertainment,insta_food,insta_nature,insta_people,insta_sports
1152,88854,40,42,1.66,64,25810,-122.051028,37.386112,sanjose,0,0,1,0,3,2,2,0,2,18,0,0,0,0,1,2,11,0,1.0,3,3,3,3,3,3,3,7,15,17,18,18,20,20,20,20,18,12,4,4,4,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,122188,47,37,1.33,65,25811,-122.04538,37.386066,sanjose,0,0,2,0,0,0,3,0,2,18,0,1,0,0,0,0,11,0,0.0,0,0,0,0,0,0,1,4,11,13,15,15,15,15,15,15,15,9,2,1,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,122188,56,80,0.94,62,25812,-122.039733,37.386021,sanjose,0,0,0,0,2,1,3,0,4,61,0,0,0,0,0,3,6,0,1.0,1,2,2,2,2,2,3,5,14,25,25,25,25,25,25,25,23,12,3,3,2,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,103438,50,59,1.31,61,25813,-122.034086,37.385975,sanjose,0,0,0,0,0,1,28,0,1,20,0,0,0,0,0,3,2,4,1.0,0,0,0,0,0,0,1,2,5,10,11,11,11,11,11,11,9,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,125903,35,16,1.04,51,25814,-122.028438,37.385928,sanjose,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,1,2,0.0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,56250,32,26,1.71,65,25815,-122.022791,37.385882,sanjose,0,0,0,0,1,2,1,0,1,8,0,0,0,0,0,1,8,4,0.0,0,0,0,0,0,0,1,2,5,7,7,7,7,7,7,7,7,6,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,85453,42,143,0.83,63,25816,-122.017144,37.385835,sanjose,0,1,3,0,2,2,1,0,3,119,0,2,3,0,0,3,4,0,0.0,5,5,5,5,5,5,5,6,12,41,44,44,44,44,44,44,44,25,10,7,7,6,6,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,85453,62,137,1.48,74,25817,-122.011496,37.385788,sanjose,2,0,8,0,8,3,6,0,11,83,0,0,0,0,0,5,9,2,1.0,1,1,1,1,1,2,6,6,12,33,37,38,39,39,39,39,39,25,18,11,8,7,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,85453,83,27,0.66,76,25818,-122.005849,37.385741,sanjose,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,1,3,0.0,1,1,1,1,1,1,2,2,4,6,6,6,6,6,6,6,6,4,3,3,3,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,85453,82,93,1.86,72,25819,-122.000202,37.385693,sanjose,0,0,0,0,9,19,6,0,7,34,0,0,1,0,2,6,8,1,1.46,3,3,3,3,3,5,7,10,22,37,49,58,58,58,56,54,51,37,32,22,18,9,5,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,106131,72,51,0.81,79,25820,-121.994555,37.385645,sanjose,0,0,2,0,1,0,4,0,1,41,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,7,11,11,11,11,11,11,11,11,4,2,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,37470,71,65,1.0,75,25821,-121.988907,37.385597,sanjose,0,0,1,0,3,0,2,0,5,49,0,0,1,0,0,2,2,0,0.0,0,0,0,0,0,0,0,0,10,18,18,18,18,18,18,18,18,7,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,37470,79,58,1.41,69,25822,-121.98326,37.385549,sanjose,0,0,1,0,4,4,0,0,4,34,0,0,0,0,1,3,7,0,1.67,3,3,3,3,3,4,4,4,7,12,12,14,14,14,13,13,13,7,6,6,6,5,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,37470,71,91,1.07,72,25823,-121.977613,37.3855,sanjose,0,0,0,0,6,4,2,0,10,65,0,0,0,0,0,1,2,1,2.5,0,0,0,0,0,0,3,3,8,17,19,21,21,21,21,21,21,14,10,7,3,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,37470,67,4,0.56,70,25824,-121.971966,37.385451,sanjose,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,60000,76,15,1.62,76,25825,-121.966318,37.385402,sanjose,0,0,0,0,1,1,0,0,0,6,0,1,0,0,1,1,4,0,1.0,1,1,1,1,1,1,1,2,3,5,6,6,6,6,6,6,6,5,4,2,2,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,118833,75,53,0.84,82,25826,-121.960671,37.385352,sanjose,0,0,0,0,0,0,1,0,1,39,0,0,0,0,0,3,9,0,0.0,0,0,0,0,0,1,1,2,6,14,14,15,15,15,15,15,14,5,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,118833,64,30,1.17,82,25827,-121.955024,37.385302,sanjose,0,0,0,0,2,1,0,0,0,18,0,0,0,0,0,1,7,1,0.0,1,1,1,1,1,1,1,2,6,9,9,10,10,10,10,10,8,3,2,2,2,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,118833,53,104,1.09,87,25828,-121.949377,37.385252,sanjose,0,0,0,0,2,3,1,0,0,63,0,0,0,0,1,6,28,0,0.0,1,1,1,1,1,2,5,8,22,34,36,39,41,41,39,38,32,13,8,6,5,4,4,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,118833,47,165,1.25,84,25829,-121.94373,37.385202,sanjose,0,0,0,0,4,7,2,0,3,93,0,0,0,0,2,10,44,0,3.0,0,0,0,0,0,0,0,10,24,38,46,49,49,49,49,49,47,21,12,9,5,5,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,134464,44,25,0.96,56,25830,-121.938082,37.385152,sanjose,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,2,6,0,2.0,1,1,1,1,1,1,2,3,5,6,6,6,6,6,6,5,5,3,2,2,2,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,134464,47,13,1.41,62,25831,-121.932435,37.385101,sanjose,0,0,0,0,0,5,2,0,1,4,0,0,0,0,0,0,1,0,1.33,1,1,1,1,1,1,1,1,3,3,5,7,7,7,7,6,6,4,4,2,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,134464,57,61,0.99,71,25832,-121.926788,37.38505,sanjose,1,0,0,0,4,0,3,0,3,44,0,0,0,0,0,3,1,0,0.0,0,0,0,0,0,0,0,1,13,17,17,18,18,18,18,18,18,5,4,3,1,1,1,1,18,0,11,0,0,0,0,2,0,1,0,2,2,0,6,3,0,0,0,0,0,0,0,0,0,1784,27,3,2,1,1,0,1,5,0
89,134464,61,73,0.98,70,25833,-121.921141,37.384998,sanjose,0,0,1,0,2,1,1,0,3,55,0,0,0,0,0,4,6,0,0.0,0,0,0,0,0,0,0,2,10,21,21,21,21,21,20,20,20,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,134464,55,128,1.44,79,25834,-121.915494,37.384947,sanjose,0,1,0,0,6,1,5,0,23,61,0,0,0,0,0,4,27,0,0.0,1,1,1,1,1,1,2,5,22,47,50,50,51,51,51,51,48,18,9,3,3,3,3,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,134464,51,88,1.12,66,25835,-121.909847,37.384895,sanjose,0,0,1,0,2,4,1,0,0,57,0,0,0,0,0,7,16,0,0.0,0,0,0,0,0,0,0,5,14,31,33,35,35,35,35,35,29,17,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,75417,49,9,1.46,63,25836,-121.9042,37.384842,sanjose,0,0,3,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,75417,44,230,1.85,70,25837,-121.898553,37.38479,sanjose,1,0,4,0,28,21,16,2,27,102,0,0,3,0,6,5,12,3,1.41,3,3,3,3,4,7,14,18,27,58,84,98,96,96,95,93,92,69,47,40,38,22,8,3,104,4,0,1,0,1,0,2,1,1,2,3,2,0,2,3,3,2,0,0,0,0,0,1,1,1174,29,1,0,0,0,27,0,1,0
1364,125263,28,11,1.59,50,25838,-121.892906,37.384737,sanjose,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,1,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,108750,20,12,1.35,47,25839,-121.887259,37.384684,sanjose,0,0,0,0,1,0,0,0,1,7,0,1,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,96250,18,7,1.15,59,25840,-121.881612,37.384631,sanjose,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,99353,16,14,1.67,51,25841,-121.875965,37.384577,sanjose,0,0,3,0,1,0,0,0,0,4,0,2,0,0,0,0,3,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,91842,18,15,1.64,56,25842,-121.870318,37.384524,sanjose,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,2,1,3,0.0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,96364,24,3,1.1,60,25843,-121.864671,37.384469,sanjose,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,64076,30,8,1.32,54,25844,-121.859024,37.384415,sanjose,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,64076,21,6,1.56,58,25845,-121.853377,37.384361,sanjose,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,86923,16,16,1.09,60,25846,-121.84773,37.384306,sanjose,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,74167,15,14,1.63,62,25847,-121.842083,37.38425,sanjose,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,1,2,3,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,95781,18,10,1.47,56,25848,-121.836436,37.384195,sanjose,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,95781,21,74,2.01,58,25849,-121.83079,37.384139,sanjose,3,0,1,0,5,11,10,0,6,25,0,0,1,0,2,1,8,1,1.14,2,2,2,2,2,2,6,9,16,27,29,34,32,32,32,31,31,26,23,16,15,8,3,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,83750,11,12,0.98,33,25850,-121.825143,37.384083,sanjose,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,167500,6,11,1.16,40,25851,-121.819496,37.384027,sanjose,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,167500,4,3,0.0,19,25852,-121.813849,37.383971,sanjose,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,167500,3,1,0.0,11,25853,-121.808202,37.383914,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,167500,3,2,0.69,6,25854,-121.802556,37.383857,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,131250,1,1,0.0,7,25923,-122.192168,37.391667,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,250001,3,2,0.0,21,25927,-122.169576,37.391511,sanjose,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,171071,4,5,0.67,24,25928,-122.163928,37.391471,sanjose,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,164048,7,4,1.04,12,25930,-122.152632,37.39139,sanjose,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,164048,8,9,1.43,24,25931,-122.146984,37.39135,sanjose,0,0,1,0,2,0,0,0,1,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,250001,6,5,0.5,19,25932,-122.141336,37.391309,sanjose,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,250001,4,2,0.69,18,25933,-122.135689,37.391268,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,250001,4,2,0.69,26,25934,-122.130041,37.391226,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,155104,6,7,0.6,30,25935,-122.124393,37.391185,sanjose,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,155104,8,8,0.9,34,25936,-122.118745,37.391143,sanjose,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,250001,9,33,1.12,33,25937,-122.113097,37.391101,sanjose,0,0,1,0,4,0,4,0,3,21,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,250001,11,6,0.87,36,25938,-122.107449,37.391058,sanjose,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,103523,16,17,1.09,40,25939,-122.101801,37.391015,sanjose,0,0,1,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,2.0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,76083,22,141,1.79,58,25940,-122.096153,37.390972,sanjose,3,0,1,0,5,7,37,0,6,58,0,0,3,0,3,3,10,5,1.63,2,2,2,2,2,3,6,15,23,39,45,51,48,47,46,46,45,36,25,17,15,8,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,139028,30,80,2.12,56,25941,-122.090506,37.390929,sanjose,2,1,1,1,2,7,13,0,7,27,0,1,1,0,1,7,7,2,1.63,2,2,2,2,2,2,3,6,11,29,34,41,40,38,37,36,36,27,17,9,7,6,3,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,109321,36,344,1.55,59,25942,-122.084858,37.390885,sanjose,3,1,1,0,16,14,64,0,24,189,1,4,4,0,1,7,11,4,1.73,3,3,3,3,4,5,8,14,42,84,91,101,98,96,94,93,93,50,25,15,13,8,4,4,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,128472,39,17,1.32,46,25943,-122.07921,37.390842,sanjose,0,0,0,0,2,0,1,0,0,10,0,1,1,0,0,0,2,0,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,101250,36,14,1.13,50,25944,-122.073562,37.390797,sanjose,0,0,1,0,0,0,1,0,1,9,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,117649,33,86,1.32,75,25945,-122.067914,37.390753,sanjose,0,0,2,0,1,1,4,0,4,50,0,0,2,0,0,1,20,1,0.0,0,0,0,0,0,0,1,7,16,26,27,28,28,28,27,26,26,9,3,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,178500,38,22,0.73,69,25946,-122.062267,37.390708,sanjose,0,0,0,0,1,0,0,0,0,18,0,1,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,178500,44,36,0.62,69,25947,-122.056619,37.390663,sanjose,0,0,0,0,0,0,3,0,1,30,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,178500,46,26,0.93,68,25948,-122.050971,37.390618,sanjose,0,0,0,0,0,1,3,0,2,19,0,0,0,0,0,0,0,1,0.0,1,1,1,1,1,1,1,1,7,7,8,8,8,8,8,8,8,2,2,2,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,122188,54,29,1.48,66,25949,-122.045323,37.390573,sanjose,1,0,0,0,2,5,3,0,1,15,0,0,0,0,2,0,0,0,1.8,0,0,0,0,0,0,0,2,3,6,10,14,14,14,11,11,11,8,5,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,122188,59,11,0.6,69,25950,-122.039676,37.390527,sanjose,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,122188,50,79,1.8,70,25951,-122.034028,37.390481,sanjose,1,0,0,0,5,11,16,0,2,31,0,0,1,0,2,1,7,2,1.33,1,1,1,1,2,4,8,10,18,27,33,33,33,33,33,31,30,21,17,12,9,6,5,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
